Nome do Repositório,Descrição,URL,Criado em,Idade do Repositório (dias),Última Atualização,Tempo desde última atualização (dias),Linguagem Principal,Total PRs Mesclados,Total de Releases,Total de Issues,Total de Issues Fechadas
vim,The official Vim repository,https://github.com/vim/vim,18-08-2015,3478,23-02-2025,1,Vim Script,438,0,8550,7089
WeChatMsg,提取微信聊天记录，将其导出成HTML、Word、Excel文档永久保存，对聊天记录进行分析生成年度聊天报告，用聊天数据训练专属于个人的AI聊天助手,https://github.com/LC044/WeChatMsg,11-01-2023,775,02-01-2025,53,Python,62,33,448,387
jellyfin,The Free Software Media System - Server Backend & API,https://github.com/jellyfin/jellyfin,09-12-2018,2269,23-02-2025,1,C#,4468,85,6769,6355
quivr,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. ",https://github.com/QuivrHQ/quivr,12-05-2023,654,12-02-2025,12,Python,1798,354,1528,1499
free,翻墙、免费翻墙、免费科学上网、免费节点、免费梯子、免费ss/v2ray/trojan节点、蓝灯、谷歌商店、翻墙梯子,https://github.com/freefq/free,07-06-2020,1723,20-08-2024,188,N/A,0,0,693,189
TrafficMonitor,这是一个用于显示当前网速、CPU及内存利用率的桌面悬浮窗软件，并支持任务栏显示，支持更换皮肤。,https://github.com/zhongyang219/TrafficMonitor,30-07-2017,2766,22-02-2025,2,C++,52,26,1788,678
Open-Assistant,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",https://github.com/LAION-AI/Open-Assistant,13-12-2022,804,17-08-2024,191,Python,1616,127,1643,1417
memos,"An open-source, lightweight note-taking solution. The pain-less way to create your meaningful notes. Your Notes, Your Way.",https://github.com/usememos/memos,08-12-2021,1174,24-02-2025,0,Go,1614,75,2208,2188
freecodecamp.cn,FCC China open source codebase and curriculum. Learn to code and help nonprofits.,https://github.com/FreeCodeCampChina/freecodecamp.cn,30-09-2016,3069,16-07-2023,589,CSS,55,0,585,445
preact,⚛️ Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,https://github.com/preactjs/preact,11-09-2015,3454,23-02-2025,1,JavaScript,1803,221,1857,1787
leveldb,LevelDB is a fast key-value storage library written at Google that provides an ordered mapping from string keys to string values.,https://github.com/google/leveldb,27-08-2014,3834,30-01-2025,25,C++,64,21,771,535
bark,🔊 Text-Prompted Generative Audio Model,https://github.com/suno-ai/bark,07-04-2023,689,19-08-2024,189,Jupyter Notebook,19,0,455,234
jsoncrack.com,"✨ Innovative and open-source visualization application that transforms various data formats, such as JSON, YAML, XML, CSV and more, into interactive graphs.",https://github.com/AykutSarac/jsoncrack.com,30-01-2022,1121,20-02-2025,4,TypeScript,83,20,244,213
tutorials,Getting Started with Spring Boot 3: ,https://github.com/eugenp/tutorials,29-04-2013,4319,22-02-2025,2,Java,12985,0,779,749
ultralytics,Ultralytics YOLO11 🚀,https://github.com/ultralytics/ultralytics,11-09-2022,897,23-02-2025,1,Python,2834,152,10414,9646
shellcheck,"ShellCheck, a static analysis tool for shell scripts",https://github.com/koalaman/shellcheck,17-11-2012,4482,14-12-2024,72,Haskell,286,29,2742,1671
DeepSpeed,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.",https://github.com/deepspeedai/DeepSpeed,23-01-2020,1859,24-02-2025,0,Python,2565,87,2982,1979
curl,"A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, POP3, POP3S, RTMP, RTMPS, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features",https://github.com/curl/curl,18-03-2010,5457,23-02-2025,1,C,190,87,4901,4885
python-cheatsheet,Comprehensive Python Cheatsheet,https://github.com/gto76/python-cheatsheet,25-01-2018,2587,19-02-2025,5,Python,14,0,66,61
ant-design-pro,👨🏻‍💻👩🏻‍💻 Use Ant Design like a Pro!,https://github.com/ant-design/ant-design-pro,25-08-2017,2740,14-01-2025,41,TypeScript,972,26,9702,9515
awesome-remote-job,A curated list of awesome remote jobs and resources. Inspired by https://github.com/vinta/awesome-python,https://github.com/lukasz-madon/awesome-remote-job,02-01-2015,3706,05-02-2025,19,N/A,582,0,74,71
pure-bash-bible,📖 A collection of pure bash alternatives to external processes.,https://github.com/dylanaraps/pure-bash-bible,13-06-2018,2448,28-11-2023,454,Shell,28,0,76,33
interview_internal_reference,2023年最新总结，阿里，腾讯，百度，美团，头条等技术面试题目，以及答案，专家出题人分析汇总。,https://github.com/0voice/interview_internal_reference,10-06-2019,2086,20-05-2024,280,Python,35,0,46,18
aria2,"aria2 is a lightweight multi-protocol & multi-source, cross platform download utility operated in command-line. It supports HTTP/HTTPS, FTP, SFTP, BitTorrent and Metalink.",https://github.com/aria2/aria2,27-11-2010,5203,03-08-2024,205,C++,252,24,1872,818
freqtrade,"Free, open source crypto trading bot",https://github.com/freqtrade/freqtrade,17-05-2017,2840,23-02-2025,1,Python,5544,94,5023,4985
penpot,Penpot: The open-source design tool for design and code collaboration,https://github.com/penpot/penpot,29-12-2015,3345,23-02-2025,1,Clojure,3586,46,1715,1314
tmux,tmux source code,https://github.com/tmux/tmux,03-06-2015,3554,20-02-2025,4,C,1,37,3579,3529
photoprism,AI-Powered Photos App for the Decentralized Web 🌈💎✨,https://github.com/photoprism/photoprism,27-01-2018,2585,23-02-2025,1,Go,705,72,2259,1783
istio,"Connect, secure, control, and observe services.",https://github.com/istio/istio,18-11-2016,3020,23-02-2025,1,Go,27269,373,20522,20043
GFPGAN,GFPGAN aims at developing Practical Algorithms for Real-world Face Restoration.,https://github.com/TencentARC/GFPGAN,19-03-2021,1438,26-07-2024,213,Python,14,8,482,129
novu,"Open-Source Notification Platform. Embeddable Notification Center, E-mail, Push and Slack Integrations.",https://github.com/novuhq/novu,26-08-2021,1278,23-02-2025,1,TypeScript,5084,40,1547,1322
gradio,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",https://github.com/gradio-app/gradio,19-12-2018,2259,21-02-2025,3,Python,4290,1000,5368,4905
JavaFamily,【Java面试+Java学习指南】 一份涵盖大部分Java程序员所需要掌握的核心知识。,https://github.com/AobingJava/JavaFamily,12-11-2019,1931,04-09-2024,173,N/A,2,0,63,60
Summer2025-Internships,Collection of Summer 2025 tech internships!,https://github.com/SimplifyJobs/Summer2025-Internships,23-05-2020,1738,24-02-2025,0,N/A,1668,0,2846,2841
OpenBB,"Investment Research for Everyone, Everywhere.",https://github.com/OpenBB-finance/OpenBB,20-12-2020,1527,23-02-2025,1,Python,4021,42,2205,2169
Files,A modern file manager that helps users organize their files and folders.,https://github.com/files-community/Files,04-01-2019,2243,23-02-2025,1,C#,5127,123,10296,9831
AI-For-Beginners,"12 Weeks, 24 Lessons, AI for All!",https://github.com/microsoft/AI-For-Beginners,03-03-2021,1454,13-02-2025,11,Jupyter Notebook,167,0,124,101
GitHubDaily,"坚持分享 GitHub 上高质量、有趣实用的开源技术教程、开发者工具、编程网站、技术资讯。A list cool, interesting projects of GitHub.",https://github.com/GitHubDaily/GitHubDaily,30-12-2018,2248,14-01-2025,41,N/A,3,0,485,171
aspnetcore,"ASP.NET Core is a cross-platform .NET framework for building modern cloud-based web applications on Windows, Mac, or Linux.",https://github.com/dotnet/aspnetcore,11-03-2014,4003,24-02-2025,0,C#,16908,243,36125,32686
manifesto,The OpenTF Manifesto expresses concern over HashiCorp's switch of the Terraform license from open-source to the Business Source License (BSL) and calls for the tool's return to a truly open-source license.,https://github.com/opentofu/manifesto,13-08-2023,561,01-11-2024,115,HTML,764,0,26,13
trpc,🧙‍♀️  Move Fast and Break Nothing. End-to-end typesafe APIs made easy. ,https://github.com/trpc/trpc,18-07-2020,1682,23-02-2025,1,TypeScript,3540,200,1190,1081
v,"Simple, fast, safe, compiled language for developing maintainable software. Compiles itself in <1s with zero library dependencies. Supports automatic C => V translation. https://vlang.io",https://github.com/vlang/v,08-02-2019,2208,24-02-2025,0,V,11650,246,9131,8173
taro,开放式跨端跨框架解决方案，支持使用 React/Vue/Nerv 等框架来开发微信/京东/百度/支付宝/字节跳动/ QQ 小程序/H5/React Native 等应用。  https://taro.zone/,https://github.com/NervJS/taro,08-04-2018,2514,25-01-2025,30,TypeScript,3270,186,11953,10526
deeplearningbook-chinese,Deep Learning Book Chinese Translation,https://github.com/exacity/deeplearningbook-chinese,07-12-2016,3001,03-12-2019,1910,TeX,16,7,202,138
ruff,"An extremely fast Python linter and code formatter, written in Rust.",https://github.com/astral-sh/ruff,09-08-2022,930,24-02-2025,0,Rust,8961,348,6199,4954
tesseract.js,Pure Javascript OCR for more than 100 Languages 📖🎉🖥,https://github.com/naptha/tesseract.js,24-06-2015,3533,18-02-2025,6,JavaScript,190,55,714,680
wtfpython,What the f*ck Python? 😱,https://github.com/satwikkansal/wtfpython,28-08-2017,2737,16-01-2025,39,Python,109,2,216,142
helix,A post-modern modal text editor.,https://github.com/helix-editor/helix,01-06-2020,1729,22-02-2025,2,Rust,3894,28,4903,4194
arthas,Alibaba Java Diagnostic Tool Arthas/Alibaba Java诊断利器Arthas,https://github.com/alibaba/arthas,29-08-2018,2371,14-02-2025,10,Java,529,58,2053,1693
pandoc,Universal markup converter,https://github.com/jgm/pandoc,20-03-2010,5455,21-02-2025,3,Haskell,1638,143,7784,6755
wtfjs,🤪 A list of funny and tricky JavaScript examples,https://github.com/denysdovhan/wtfjs,14-07-2017,2782,30-11-2023,452,JavaScript,124,25,115,96
og-aws,📙 Amazon Web Services — a practical guide,https://github.com/open-guides/og-aws,13-07-2016,3148,16-08-2024,192,Shell,498,0,227,87
DragGAN,Official Code for DragGAN (SIGGRAPH 2023),https://github.com/XingangPan/DragGAN,18-05-2023,648,18-05-2024,282,Python,18,0,190,46
lerna,"Lerna is a fast, modern build system for managing and publishing multiple JavaScript/TypeScript packages from the same repository.",https://github.com/lerna/lerna,04-12-2015,3370,19-02-2025,5,TypeScript,978,240,2654,2268
MockingBird,🚀AI拟声: 5秒内克隆您的声音并生成任意语音内容 Clone a voice in 5 seconds to generate arbitrary speech in real-time,https://github.com/babysor/MockingBird,07-08-2021,1297,15-11-2024,101,Python,81,1,886,411
devdocs,API Documentation Browser,https://github.com/freeCodeCamp/devdocs,24-10-2013,4141,23-02-2025,1,Ruby,849,0,1200,1019
appsmith,"Platform to build admin panels, internal tools, and dashboards. Integrates with 25+ databases and any API.",https://github.com/appsmithorg/appsmith,30-06-2020,1700,23-02-2025,1,TypeScript,13277,267,22622,18481
zod,TypeScript-first schema validation with static type inference,https://github.com/colinhacks/zod,07-03-2020,1815,21-02-2025,3,TypeScript,533,92,2070,1585
insomnia,"The open-source, cross-platform API client for GraphQL, REST, WebSockets, SSE and gRPC. With Cloud, Local and Git storage.",https://github.com/Kong/insomnia,23-04-2016,3229,24-02-2025,0,JavaScript,3045,495,3727,3072
fd,"A simple, fast and user-friendly alternative to 'find'",https://github.com/sharkdp/fd,09-05-2017,2848,02-02-2025,22,Rust,611,40,877,770
ray,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,https://github.com/ray-project/ray,25-10-2016,3044,23-02-2025,1,Python,24582,100,19495,15765
daisyui,"🌼 🌼 🌼 🌼 🌼  The most popular, free and open-source Tailwind CSS component library",https://github.com/saadeghi/daisyui,28-11-2020,1549,21-02-2025,3,Svelte,351,53,1706,1583
googletest,GoogleTest - Google Testing and Mocking Framework,https://github.com/google/googletest,28-07-2015,3499,21-02-2025,3,C++,810,10,2278,1971
shadowsocks-android,A shadowsocks client for Android,https://github.com/shadowsocks/shadowsocks-android,16-12-2012,4453,10-02-2025,14,Kotlin,256,185,2502,2460
hello-algorithm,🌍 针对小白的算法训练 | 包括四部分：①.大厂面经 ②.力扣图解  ③.千本开源电子书 ④.百张技术思维导图（项目花了上百小时，希望可以点 star 支持，🌹感谢~）推荐免费ChatGPT使用网站,https://github.com/geekxh/hello-algorithm,29-05-2020,1732,13-06-2023,622,Java,26,0,44,32
spotube,🎧 Open source Spotify client that doesn't require Premium nor uses Electron! Available for both desktop & mobile!,https://github.com/KRTirtho/spotube,14-02-2021,1471,23-02-2025,1,Dart,231,37,1550,971
interview,"📚 C/C++ 技术面试基础知识总结，包括语言、程序库、数据结构、算法、系统、网络、链接装载库等知识及面试经验、招聘、内推等信息。This repository is a summary of the basic knowledge of recruiting job seekers and beginners in the direction of C/C++ technology, including language, program library, data structure, algorithm, system, network, link loading library, interview experience, recruitment, recommendation, etc.",https://github.com/huihut/interview,09-02-2018,2572,19-03-2024,342,C++,35,0,64,40
Flowise,Drag & drop UI to build your customized LLM flow,https://github.com/FlowiseAI/Flowise,31-03-2023,696,22-02-2025,2,TypeScript,1061,62,1733,1274
gym,A toolkit for developing and comparing reinforcement learning algorithms.,https://github.com/openai/gym,27-04-2016,3225,11-10-2024,136,Python,999,19,1838,1726
sheetjs,📗 SheetJS Spreadsheet Data Toolkit -- New home https://git.sheetjs.com/SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,03-12-2012,4466,18-04-2024,312,N/A,106,0,2385,2267
fullPage.js,fullPage plugin by Alvaro Trigo. Create full screen pages fast and simple,https://github.com/alvarotrigo/fullPage.js,20-09-2013,4175,27-01-2025,28,JavaScript,315,101,4113,3978
RSSHub,🧡 Everything is RSSible,https://github.com/DIYgod/RSSHub,02-04-2018,2520,24-02-2025,0,TypeScript,10130,0,5789,5455
koa,Expressive middleware for node.js using ES2017 async functions,https://github.com/koajs/koa,20-07-2013,4237,12-02-2025,12,JavaScript,501,2,911,894
date-fns,⏳ Modern JavaScript date utility library ⌛️,https://github.com/date-fns/date-fns,06-10-2014,3794,23-09-2024,154,TypeScript,1068,122,1956,1357
lottie-android,"Render After Effects animations natively on Android and iOS, Web, and React Native",https://github.com/airbnb/lottie-android,06-10-2016,3063,14-02-2025,10,Java,702,55,1750,1726
fiber,⚡️ Express inspired web framework written in Go,https://github.com/gofiber/fiber,16-01-2020,1866,24-02-2025,0,Go,1560,124,1486,1390
upscayl,"🆙 Upscayl - #1 Free and Open Source AI Image Upscaler for Linux, MacOS and Windows.",https://github.com/upscayl/upscayl,30-07-2022,940,09-02-2025,15,TypeScript,83,29,859,808
Pake,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 利用 Rust 轻松构建轻量级多端桌面应用,https://github.com/tw93/Pake,14-10-2022,864,23-02-2025,1,Rust,95,31,352,318
nativefier,Make any web page a desktop application,https://github.com/nativefier/nativefier,05-07-2015,3522,29-09-2023,514,TypeScript,261,99,1238,982
logseq,"A privacy-first, open-source platform for knowledge management and collaboration. Download link:  http://github.com/logseq/logseq/releases. roadmap: http://trello.com/b/8txSM12G/roadmap",https://github.com/logseq/logseq,23-05-2020,1738,23-02-2025,1,Clojure,2984,147,7767,6366
Awesome-Design-Tools,The best design tools and plugins for everything 👉,https://github.com/goabstract/Awesome-Design-Tools,12-02-2019,2204,28-07-2024,211,JavaScript,283,0,41,25
slidev,Presentation Slides for Developers,https://github.com/slidevjs/slidev,24-04-2021,1402,22-02-2025,2,TypeScript,654,381,1132,1046
955.WLB,955 不加班的公司名单 - 工作 955，work–life balance (工作与生活的平衡),https://github.com/formulahendry/955.WLB,27-03-2019,2161,03-02-2025,21,N/A,18,0,262,82
lapce,Lightning-fast and Powerful Code Editor written in Rust,https://github.com/lapce/lapce,06-02-2018,2575,24-02-2025,0,Rust,1159,31,1947,1164
hackathon-starter,A boilerplate for Node.js web applications,https://github.com/sahat/hackathon-starter,13-11-2013,4121,21-02-2025,3,JavaScript,326,16,660,651
google-research,Google Research,https://github.com/google-research/google-research,04-10-2018,2335,20-02-2025,4,Jupyter Notebook,29,0,1284,335
chatgpt-on-wechat,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT3.5/GPT-4o/GPT-o1/ DeepSeek/Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Claude/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。,https://github.com/zhayujie/chatgpt-on-wechat,07-08-2022,932,05-02-2025,19,Python,245,61,1937,1652
awesome-react-native,"Awesome React Native components, news, tools, and learning material!",https://github.com/jondot/awesome-react-native,26-03-2015,3623,05-07-2024,234,JavaScript,912,0,72,35
typeorm,"ORM for TypeScript and JavaScript. Supports MySQL, PostgreSQL, MariaDB, SQLite, MS SQL Server, Oracle, SAP Hana, WebSQL databases. Works in NodeJS, Browser, Ionic, Cordova and Electron platforms.",https://github.com/typeorm/typeorm,29-02-2016,3283,20-02-2025,4,TypeScript,2026,32,8275,5868
carbon,:black_heart: Create and share beautiful images of your source code,https://github.com/carbon-app/carbon,16-06-2017,2810,27-12-2024,59,JavaScript,669,215,678,627
metasploit-framework,Metasploit Framework,https://github.com/rapid7/metasploit-framework,30-08-2011,4927,24-02-2025,0,Ruby,10936,0,6157,5736
cli,"🥧 HTTPie CLI  — modern, user-friendly command-line HTTP client for the API era. JSON support, colors, sessions, downloads, plugins & more.",https://github.com/httpie/cli,25-02-2012,4748,17-12-2024,69,Python,406,47,881,718
ToolJet,"Low-code platform for building business applications. Connect to databases, cloud storages, GraphQL, API endpoints, Airtable, Google sheets, OpenAI, etc and build apps using drag and drop application builder. Built using JavaScript/TypeScript. 🚀",https://github.com/ToolJet/ToolJet,30-03-2021,1427,22-02-2025,2,JavaScript,5556,283,4680,4014
halo,强大易用的开源建站工具。,https://github.com/halo-dev/halo,21-03-2018,2532,22-02-2025,2,Java,2413,208,4129,3783
glide,An image loading and caching library for Android focused on smooth scrolling,https://github.com/bumptech/glide,08-07-2013,4249,13-02-2025,11,Java,544,47,4459,3918
compose,Define and run multi-container applications with Docker,https://github.com/docker/compose,09-12-2013,4095,22-02-2025,2,Go,3281,247,7862,7773
the-way-to-go_ZH_CN,《The Way to Go》中文译本，中文正式名《Go 入门指南》,https://github.com/unknwon/the-way-to-go_ZH_CN,24-03-2013,4355,14-08-2024,194,Go,592,0,0,0
ccxt,A JavaScript / TypeScript / Python / C# / PHP / Go cryptocurrency trading API with support for more than 100 bitcoin/altcoin exchanges,https://github.com/ccxt/ccxt,14-05-2017,2843,23-02-2025,1,Python,12532,137,10577,9660
ChatTTS,A generative speech model for daily dialogue.,https://github.com/2noise/ChatTTS,27-05-2024,273,18-02-2025,6,Python,210,5,610,549
system-design,Learn how to design systems at scale and prepare for system design interviews,https://github.com/karanpratapsingh/system-design,15-08-2022,924,10-04-2024,320,N/A,11,0,21,20
vim-plug,:hibiscus: Minimalist Vim Plugin Manager,https://github.com/junegunn/vim-plug,10-09-2013,4185,09-02-2025,15,Vim Script,176,8,1027,958
TaskMatrix,Sem descrição,https://github.com/chenfei-wu/TaskMatrix,02-03-2023,725,06-01-2024,415,Python,21,0,356,136
HanLP,中文分词 词性标注 命名实体识别 依存句法分析 成分句法分析 语义依存分析 语义角色标注 指代消解 风格转换 语义相似度 新词发现 关键词短语提取 自动摘要 文本分类聚类 拼音简繁转换 自然语言处理,https://github.com/hankcs/HanLP,09-10-2014,3791,15-01-2025,40,Python,79,62,1425,1417
node-v0.x-archive,Moved to https://github.com/nodejs/node,https://github.com/nodejs/node-v0.x-archive,27-05-2009,5752,15-08-2024,193,N/A,218,0,6379,6379
caffe,Caffe: a fast open framework for deep learning.,https://github.com/BVLC/caffe,12-09-2013,4183,31-07-2024,208,C++,1087,14,4799,3899
cal.com,Scheduling infrastructure for absolutely everyone.,https://github.com/calcom/cal.com,22-03-2021,1435,23-02-2025,1,TypeScript,8916,389,7206,6314
formik,"Build forms in React, without the tears 😭 ",https://github.com/jaredpalmer/formik,14-06-2017,2812,18-10-2024,129,TypeScript,829,196,2253,1556
clipboard.js,:scissors: Modern copy to clipboard. No Flash. Just 3kb gzipped :clipboard:,https://github.com/zenorocha/clipboard.js,18-09-2015,3447,09-01-2024,412,JavaScript,117,42,626,616
12306,12306智能刷票，订票,https://github.com/testerSunshine/12306,17-05-2017,2840,02-04-2023,694,Python,31,1,691,466
awesome-javascript,"🐢 A collection of awesome browser-side  JavaScript libraries, resources and shiny things.",https://github.com/sorrycc/awesome-javascript,01-07-2014,3891,20-02-2025,4,N/A,387,0,91,87
nushell,A new type of shell,https://github.com/nushell/nushell,10-05-2019,2117,23-02-2025,1,Rust,7319,104,6126,4684
gold-miner,🥇掘金翻译计划，可能是世界最大最好的英译中技术社区，最懂读者和译者的翻译平台：,https://github.com/xitu/gold-miner,04-11-2015,3400,17-04-2024,313,N/A,3563,0,5596,5591
spacedrive,"Spacedrive is an open source cross-platform file explorer, powered by a virtual distributed filesystem written in Rust.",https://github.com/spacedriveapp/spacedrive,27-09-2021,1246,24-02-2025,0,TypeScript,1880,25,498,387
marked,A markdown parser and compiler. Built for speed.,https://github.com/markedjs/marked,24-07-2011,4964,17-02-2025,7,TypeScript,1489,146,1561,1545
REKCARC-TSC-UHT,"清华大学计算机系课程攻略 Guidance for courses in Department of Computer Science and Technology, Tsinghua University",https://github.com/PKUanonym/REKCARC-TSC-UHT,05-04-2019,2152,22-02-2025,2,HTML,160,0,31,30
netty,Netty project - an event-driven asynchronous network application framework,https://github.com/netty/netty,09-11-2010,5221,22-02-2025,2,Java,3938,0,6563,5981
awesome-shell,"A curated list of awesome command-line frameworks, toolkits, guides and gizmos. Inspired by awesome-php.",https://github.com/alebcay/awesome-shell,07-07-2014,3885,21-08-2024,187,N/A,307,0,57,22
jieba,结巴中文分词,https://github.com/fxsjy/jieba,29-09-2012,4531,21-08-2024,187,Python,96,9,853,227
react-beautiful-dnd,Beautiful and accessible drag and drop for lists with React,https://github.com/atlassian/react-beautiful-dnd,09-08-2017,2756,20-02-2025,4,JavaScript,530,68,1613,1044
Langchain-Chatchat,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain ",https://github.com/chatchat-space/Langchain-Chatchat,31-03-2023,696,29-11-2024,87,TypeScript,616,31,4043,3833
shadowsocks,Sem descrição,https://github.com/shadowsocks/shadowsocks,20-04-2012,4693,01-04-2024,329,Python,70,2,0,0
AndroidUtilCode,:fire: Android developers should collect the following utils(updating).,https://github.com/Blankj/AndroidUtilCode,30-07-2016,3131,15-08-2024,193,Java,88,117,1580,1278
spring-boot-demo,🚀一个用来深入学习并实战 Spring Boot 的项目。,https://github.com/xkcoding/spring-boot-demo,10-11-2017,2663,24-07-2024,215,Java,15,0,169,73
sqlmap,Automatic SQL injection and database takeover tool,https://github.com/sqlmapproject/sqlmap,26-06-2012,4626,21-02-2025,3,Python,169,10,5286,5236
node,How to run an Ink Node,https://github.com/inkonchain/node,13-05-2024,287,19-02-2025,5,Shell,28,2,14,10
AFNetworking,"A delightful networking framework for iOS, macOS, watchOS, and tvOS.",https://github.com/AFNetworking/AFNetworking,31-05-2011,5018,17-01-2023,769,Objective-C,710,40,0,0
LeetCode-Go,"✅ Solutions to LeetCode by Go, 100% test coverage, runtime beats 100% / LeetCode 题解",https://github.com/halfrost/LeetCode-Go,18-07-2017,2778,11-12-2024,75,Go,178,4,80,63
docs,Ink Documentation,https://github.com/inkonchain/docs,07-05-2024,293,17-02-2025,7,MDX,278,0,27,13
pytorch-image-models,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT), MobileNetV4, MobileNet-V3 & V2, RegNet, DPN, CSPNet, Swin Transformer, MaxViT, CoAtNet, ConvNeXt, and more",https://github.com/huggingface/pytorch-image-models,02-02-2019,2214,23-02-2025,1,Python,439,65,955,907
brackets,"An open source code editor for the web, written in JavaScript, HTML and CSS.",https://github.com/adobe/brackets,07-12-2011,4828,12-06-2022,988,JavaScript,4332,69,9683,7066
ink-kit,"Onchain-focused SDK with ready-to-use templates, themes, and magical animated components ✨",https://github.com/inkonchain/ink-kit,04-11-2024,112,19-02-2025,5,TypeScript,84,0,3,0
faiss,A library for efficient similarity search and clustering of dense vectors.,https://github.com/facebookresearch/faiss,07-02-2017,2939,22-02-2025,2,C++,137,18,2574,2350
windows,Windows inside a Docker container.,https://github.com/dockur/windows,14-01-2024,407,24-02-2025,0,Shell,331,82,655,566
framework,The Laravel Framework.,https://github.com/laravel/framework,10-01-2013,4428,24-02-2025,0,PHP,15965,801,18544,18527
XX-Net,A proxy tool to bypass GFW.,https://github.com/XX-net/XX-Net,15-01-2015,3693,20-12-2024,66,Python,362,388,13314,5413
husky,Git hooks made easy 🐶 woof!,https://github.com/typicode/husky,23-06-2014,3899,26-11-2024,90,JavaScript,262,80,1070,1012
easyexcel,快速、简洁、解决大文件内存溢出的java处理Excel工具,https://github.com/alibaba/easyexcel,06-02-2018,2575,29-10-2024,118,Java,190,14,3576,3113
gulp,A toolkit to automate & enhance your workflow,https://github.com/gulpjs/gulp,04-07-2013,4253,31-05-2024,269,JavaScript,405,23,1934,1906
fastify,"Fast and low overhead web framework, for Node.js",https://github.com/fastify/fastify,28-09-2016,3071,19-02-2025,5,JavaScript,2939,290,2037,1976
zxing,"ZXing (""Zebra Crossing"") barcode scanning library for Java, Android",https://github.com/zxing/zxing,12-10-2011,4884,10-02-2025,14,Java,317,31,1297,1290
leetcode,🔥LeetCode solutions in any programming language | 多种编程语言实现 LeetCode、《剑指 Offer（第 2 版）》、《程序员面试金典（第 6 版）》题解,https://github.com/doocs/leetcode,16-09-2018,2353,24-02-2025,0,Java,3685,21,50,48
solid,"A declarative, efficient, and flexible JavaScript library for building user interfaces.",https://github.com/solidjs/solid,24-04-2018,2498,23-02-2025,1,TypeScript,370,35,1049,951
immutable-js,Immutable persistent data collections for Javascript which increase efficiency and simplicity.,https://github.com/immutable-js/immutable-js,02-07-2014,3890,23-02-2025,1,TypeScript,535,85,1252,1147
NewPipe,A libre lightweight streaming front-end for Android.,https://github.com/TeamNewPipe/NewPipe,03-09-2015,3462,21-02-2025,3,Java,1606,135,9286,8110
Coursera-ML-AndrewNg-Notes,吴恩达老师的机器学习课程个人笔记,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,04-11-2017,2669,10-06-2024,259,HTML,13,0,68,15
AgentGPT,"🤖 Assemble, configure, and deploy autonomous AI Agents in your browser.",https://github.com/reworkd/AgentGPT,07-04-2023,689,07-10-2024,140,TypeScript,539,12,461,337
JavaScript,"Algorithms and Data Structures implemented in JavaScript for beginners, following best practices.",https://github.com/TheAlgorithms/JavaScript,13-07-2017,2783,22-01-2025,33,JavaScript,795,0,203,196
linux-command,Linux命令大全搜索工具，内容包含Linux命令手册、详解、学习、搜集。https://git.io/linux,https://github.com/jaywcjlove/linux-command,12-11-2016,3026,21-02-2025,3,Markdown,345,30,194,123
ijkplayer,"Android/iOS video player based on FFmpeg n3.4, with MediaCodec, VideoToolbox support.",https://github.com/bilibili/ijkplayer,03-06-2013,4284,13-08-2024,195,C,35,0,5361,2540
payload,"Payload is the open-source, fullstack Next.js framework, giving you instant backend superpowers. Get a full TypeScript backend and admin panel instantly. Use Payload as a headless CMS or for building powerful applications.",https://github.com/payloadcms/payload,05-01-2021,1511,23-02-2025,1,TypeScript,4826,486,3157,2899
milvus,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search",https://github.com/milvus-io/milvus,16-09-2019,1988,24-02-2025,0,Go,21126,107,12782,12166
