Nome do Repositório,Descrição,URL,Criado em,Idade do Repositório (dias),Última Atualização,Tempo desde última atualização (dias),Linguagem Principal,Total PRs Mesclados,Total de Releases,Total de Issues,Total de Issues Fechadas
Front-end-Developer-Interview-Questions,"A list of helpful front-end related questions you can use to interview potential candidates, test yourself or completely ignore.",https://github.com/h5bp/Front-end-Developer-Interview-Questions,09-02-2012,4770,01-11-2024,121,Nunjucks,484,0,176,142
markdown-here,"Google Chrome, Firefox, and Thunderbird extension that lets you write email in Markdown and render it before sending.",https://github.com/adam-p/markdown-here,13-05-2012,4676,11-12-2024,81,JavaScript,25,14,624,319
awesome-nodejs,:zap: Delightful Node.js packages and resources,https://github.com/sindresorhus/awesome-nodejs,11-07-2014,3887,17-12-2024,75,N/A,414,0,102,100
jquery,jQuery JavaScript Library,https://github.com/jquery/jquery,03-04-2009,5812,02-03-2025,0,JavaScript,789,10,2347,2269
immich,High performance self-hosted photo and video management solution.,https://github.com/immich-app/immich,03-02-2022,1123,02-03-2025,0,TypeScript,5591,235,4881,4432
awesome-courses,:books: List of awesome university courses for learning Computer Science!,https://github.com/prakhar1989/awesome-courses,15-11-2014,3760,04-05-2023,668,N/A,194,0,79,39
new-pac,翻墙-科学上网、自由上网、免费科学上网、免费翻墙、fanqiang、油管youtube/视频下载、软件、VPN、一键翻墙浏览器，vps一键搭建翻墙服务器脚本/教程，免费shadowsocks/ss/ssr/v2ray/goflyway账号/节点，翻墙梯子，电脑、手机、iOS、安卓、windows、Mac、Linux、路由器翻墙、科学上网、youtube视频下载、youtube油管镜像/免翻墙网站、美区apple id共享账号、翻墙-科学上网-梯子,https://github.com/Alvin9999/new-pac,23-03-2016,3266,02-03-2025,0,Python,0,0,1706,1285
annotated_deep_learning_paper_implementations,"🧑‍🏫 60+ Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(cyclegan, stylegan2, ...), 🎮 reinforcement learning (ppo, dqn), capsnet, distillation, ... 🧠",https://github.com/labmlai/annotated_deep_learning_paper_implementations,25-08-2020,1650,24-08-2024,190,Python,102,0,135,105
angular.js,AngularJS - HTML enhanced for web apps!,https://github.com/angular/angular.js,06-01-2010,5534,12-04-2024,324,JavaScript,789,0,9038,8647
shadowsocks-windows,A C# port of shadowsocks,https://github.com/shadowsocks/shadowsocks-windows,14-01-2013,4430,01-01-2025,60,C#,290,55,2922,2743
docusaurus,Easy to maintain open source documentation websites.,https://github.com/facebook/docusaurus,20-06-2017,2812,28-02-2025,2,TypeScript,5351,149,3206,2925
open-interpreter,A natural language interface for computers,https://github.com/OpenInterpreter/open-interpreter,14-07-2023,597,24-01-2025,37,Python,367,48,1001,792
localsend,An open-source cross-platform alternative to AirDrop,https://github.com/localsend/localsend,16-12-2022,807,02-03-2025,0,Dart,654,24,1200,602
act,Run your GitHub Actions locally 🚀,https://github.com/nektos/act,02-01-2019,2251,01-03-2025,1,Go,1012,83,1213,1021
localstack,💻 A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline,https://github.com/localstack/localstack,25-10-2016,3050,02-03-2025,0,Python,5736,89,5837,5569
alacritty,"A cross-platform, OpenGL terminal emulator.",https://github.com/alacritty/alacritty,18-02-2016,3300,20-02-2025,10,Rust,1860,101,6005,5686
fuel-core,Rust full node implementation of the Fuel v2 protocol.,https://github.com/FuelLabs/fuel-core,27-08-2020,1648,02-03-2025,0,Rust,1390,113,1028,875
llama,Inference code for Llama models,https://github.com/meta-llama/llama,14-02-2023,747,26-01-2025,35,Python,54,0,1068,647
prometheus,The Prometheus monitoring system and time series database.,https://github.com/prometheus/prometheus,24-11-2012,4481,02-03-2025,0,Go,7140,328,5930,5401
spring-framework,Spring Framework,https://github.com/spring-projects/spring-framework,08-12-2010,5198,01-03-2025,1,Java,851,324,26495,26228
lazygit,simple terminal UI for git commands,https://github.com/jesseduffield/lazygit,19-05-2018,2479,02-03-2025,0,Go,1504,160,2119,1378
html5-boilerplate,"A professional front-end template for building fast, robust, and adaptable web apps or sites.",https://github.com/h5bp/html5-boilerplate,24-01-2010,5516,01-03-2025,1,JavaScript,773,34,1349,1343
lobe-chat,"🤯 Lobe Chat - an open-source, modern-design AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Ollama / DeepSeek / Qwen), Knowledge Base (file upload / knowledge management / RAG ), Multi-Modals (Plugins/Artifacts) and Thinking. One-click FREE deployment of your private ChatGPT/ Claude / DeepSeek application.",https://github.com/lobehub/lobe-chat,21-05-2023,651,02-03-2025,0,TypeScript,1843,1000,3288,2725
rustlings,:crab: Small exercises to get you used to reading and writing Rust code!,https://github.com/rust-lang/rustlings,15-09-2015,3456,02-03-2025,0,Rust,905,45,701,667
nerd-fonts,"Iconic font aggregator, collection, & patcher. 3,600+ icons, 50+ patched fonts: Hack, Source Code Pro, more. Glyph collections: Font Awesome, Material Design Icons, Octicons, & more",https://github.com/ryanoasis/nerd-fonts,05-12-2014,3740,21-02-2025,9,CSS,521,37,1035,1019
rails,Ruby on Rails,https://github.com/rails/rails,11-04-2008,6169,02-03-2025,0,Ruby,24720,145,18007,17497
nuxt,The Intuitive Vue Framework.,https://github.com/nuxt/nuxt,26-10-2016,3049,02-03-2025,0,TypeScript,6210,234,15919,15083
gatsby,"The best React-based framework with performance, scalability and security built in.",https://github.com/gatsbyjs/gatsby,21-05-2015,3573,01-03-2025,1,JavaScript,18147,149,14097,13888
DeepLearning-500-questions,深度学习500问，以问答形式对常用的概率知识、线性代数、机器学习、深度学习、计算机视觉等热点问题进行阐述，以帮助自己及有需要的读者。 全书分为18个章节，50余万字。由于水平有限，书中不妥之处恳请广大读者批评指正。   未完待续............ 如有意合作，联系scutjy2015@163.com                     版权所有，违权必究       Tan 2018.06,https://github.com/scutan90/DeepLearning-500-questions,27-06-2018,2440,26-06-2024,249,JavaScript,302,0,191,81
private-gpt,"Interact with your documents using the power of GPT, 100% privately, no data leaks",https://github.com/zylon-ai/private-gpt,02-05-2023,670,13-11-2024,109,Python,226,10,1200,961
you-get,:arrow_double_down: Dumb downloader that scrapes the web,https://github.com/soimort/you-get,20-08-2012,4577,04-01-2025,57,Python,582,123,0,0
leetcode,LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。),https://github.com/azl397985856/leetcode,30-03-2018,2529,22-02-2025,8,JavaScript,257,40,257,248
ghidra,Ghidra is a software reverse engineering (SRE) framework,https://github.com/NationalSecurityAgency/ghidra,01-03-2019,2193,28-02-2025,2,Java,496,42,5190,3746
zed,"Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter.",https://github.com/zed-industries/zed,20-02-2021,1471,02-03-2025,0,Rust,11193,736,11075,8267
awesome-flutter,"An awesome list that curates the best Flutter libraries, tools, tutorials, articles and more.",https://github.com/Solido/awesome-flutter,07-05-2017,2856,12-12-2024,80,Dart,444,0,0,0
scrapy,"Scrapy, a fast high-level web crawling & scraping framework for Python.",https://github.com/scrapy/scrapy,22-02-2010,5487,28-02-2025,2,Python,2257,39,3093,2657
awesome-chatgpt-prompts-zh,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,12-12-2022,811,01-01-2025,60,N/A,33,0,96,58
leetcode-master,《代码随想录》LeetCode 刷题攻略：200道经典题目刷题顺序，共60w字的详细图解，视频难点剖析，50余张思维导图，支持C++，Java，Python，Go，JavaScript等多语言版本，从此算法学习不再迷茫！🔥🔥 来看看，你会发现相见恨晚！🚀 ,https://github.com/youngyangyang04/leetcode-master,14-12-2019,1905,28-02-2025,2,Shell,2291,0,250,64
face_recognition,The world's simplest facial recognition api for Python and the command line,https://github.com/ageitgey/face_recognition,03-03-2017,2921,21-08-2024,193,Python,94,2,1353,594
element,A Vue.js 2.0 UI Toolkit for Web,https://github.com/ElemeFE/element,03-09-2016,3102,20-08-2024,194,Vue,3231,145,17814,15251
react-router,Declarative routing for React,https://github.com/remix-run/react-router,16-05-2014,3943,01-03-2025,1,TypeScript,2755,294,7842,7641
tldr,📚 Collaborative cheatsheets for console commands,https://github.com/tldr-pages/tldr,08-12-2013,4102,02-03-2025,0,Markdown,12959,5,1419,1240
Prompt-Engineering-Guide,"🐙 Guides, papers, lecture, notebooks and resources for prompt engineering",https://github.com/dair-ai/Prompt-Engineering-Guide,16-12-2022,807,21-01-2025,40,MDX,302,0,208,70
git,Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (https://gitgitgadget.github.io/). Please follow Documentation/SubmittingPatches procedure for any of your improvements.,https://github.com/git/git,23-07-2008,6066,28-02-2025,2,C,3,0,0,0
ChatGPT,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",https://github.com/lencx/ChatGPT,07-12-2022,816,29-08-2024,185,Rust,123,34,1131,350
Real-Time-Voice-Cloning,Clone a voice in 5 seconds to generate arbitrary speech in real-time,https://github.com/CorentinJ/Real-Time-Voice-Cloning,26-05-2019,2107,14-08-2024,200,Python,48,0,1088,890
traefik,The Cloud Native Application Proxy,https://github.com/traefik/traefik,13-09-2015,3458,01-03-2025,1,Go,4501,461,6170,5550
faceswap,Deepfakes Software For All,https://github.com/deepfakes/faceswap,19-12-2017,2630,26-02-2025,4,Python,357,4,873,844
gpt-engineer,Platform to experiment with the AI Software Engineer. Terminal based. NOTE: Very different from https://gptengineer.app,https://github.com/AntonOsika/gpt-engineer,29-04-2023,673,17-11-2024,105,Python,351,20,489,469
weekly,科技爱好者周刊，每周五发布,https://github.com/ruanyf/weekly,13-10-2018,2332,28-02-2025,2,N/A,93,0,5921,943
normalize.css,A modern alternative to CSS resets,https://github.com/necolas/normalize.css,04-05-2011,5051,12-06-2024,263,CSS,56,0,512,461
Stirling-PDF,#1 Locally hosted web application that allows you to perform various operations on PDF files,https://github.com/Stirling-Tools/Stirling-PDF,27-01-2023,765,02-03-2025,0,Java,1537,115,1125,923
drawio-desktop,Official electron build of draw.io,https://github.com/jgraph/drawio-desktop,25-05-2017,2838,24-02-2025,6,JavaScript,20,151,1534,1463
openpilot,"openpilot is an operating system for robotics. Currently, it upgrades the driver assistance system on 275+ supported cars.",https://github.com/commaai/openpilot,24-11-2016,3020,02-03-2025,0,Python,10921,55,2896,2783
yolov5,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite,https://github.com/ultralytics/yolov5,18-05-2020,1749,30-01-2025,31,Python,2178,10,9365,9161
requests,"A simple, yet elegant, HTTP library.",https://github.com/psf/requests,13-02-2011,5131,20-02-2025,10,Python,1567,12,4013,3823
mkcert,A simple zero-config tool to make locally trusted development certificates with any names you'd like.,https://github.com/FiloSottile/mkcert,25-06-2018,2442,13-08-2024,201,Go,52,14,340,239
nocodb,🔥 🔥 🔥 Open Source Airtable Alternative,https://github.com/nocodb/nocodb,29-10-2017,2681,02-03-2025,0,TypeScript,4454,163,3826,3231
hackingtool,ALL IN ONE Hacking Tool For Hackers,https://github.com/Z4nzu/hackingtool,11-04-2020,1786,31-07-2024,214,Python,55,0,366,318
awesome-android-ui,A curated list of awesome Android UI/UX libraries,https://github.com/wasabeef/awesome-android-ui,24-12-2014,3721,06-07-2024,239,N/A,90,0,109,93
ionic-framework,"A powerful cross-platform UI toolkit for building native-quality iOS, Android, and Progressive Web Apps with HTML, CSS, and JavaScript.",https://github.com/ionic-team/ionic-framework,20-08-2013,4212,28-02-2025,2,TypeScript,6047,889,21913,21374
bat,A cat(1) clone with wings.,https://github.com/sharkdp/bat,21-04-2018,2507,01-03-2025,1,Rust,1390,41,1453,1155
project-layout,Standard Go Project Layout,https://github.com/golang-standards/project-layout,09-09-2017,2731,14-01-2025,47,Makefile,91,0,110,44
Magisk,The Magic Mask for Android,https://github.com/topjohnwu/Magisk,08-09-2016,3097,02-03-2025,0,C++,1539,143,6040,6006
material-design-icons,Material Design icons by Google (Material Symbols),https://github.com/google/material-design-icons,08-10-2014,3798,14-02-2025,16,N/A,48,16,1486,1145
Semantic-UI,Semantic is a UI component framework based around useful principles from natural language.,https://github.com/Semantic-Org/Semantic-UI,08-04-2013,4346,27-11-2024,95,JavaScript,357,154,6233,5266
rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,https://github.com/Textualize/rich,10-11-2019,1939,02-12-2024,90,Python,806,168,1370,1169
anime,JavaScript animation engine,https://github.com/juliangarnier/anime,13-03-2016,3276,10-11-2024,112,JavaScript,72,15,720,509
ripgrep,ripgrep recursively searches directories for a regex pattern while respecting your gitignore,https://github.com/BurntSushi/ripgrep,11-03-2016,3278,27-02-2025,3,Rust,511,72,1662,1544
pi-hole,A black hole for Internet advertisements,https://github.com/pi-hole/pi-hole,08-06-2014,3920,01-03-2025,1,Shell,1990,111,2951,2908
zustand,🐻 Bear necessities for state management in React,https://github.com/pmndrs/zustand,09-04-2019,2154,28-02-2025,2,TypeScript,746,92,686,683
guava,Google core libraries for Java,https://github.com/google/guava,29-05-2014,3930,28-02-2025,2,Java,835,48,3600,2970
minio,"MinIO is a high-performance, S3 compatible object store, open sourced under GNU AGPLv3 license.",https://github.com/minio/minio,14-01-2015,3700,28-02-2025,2,Go,9763,511,7630,7604
grok-1,Grok open release,https://github.com/xai-org/grok-1,17-03-2024,350,30-08-2024,184,Python,5,0,220,140
kotlin,The Kotlin Programming Language. ,https://github.com/JetBrains/kotlin,13-02-2012,4766,02-03-2025,0,Kotlin,2064,248,0,0
uBlock,uBlock Origin - An efficient blocker for Chromium and Firefox. Fast and lean.,https://github.com/gorhill/uBlock,01-04-2015,3623,02-03-2025,0,JavaScript,247,273,3445,3433
langflow,"Langflow is a low-code app builder for RAG and multi-agent AI applications. It’s Python-based and agnostic to any model, API, or database.",https://github.com/langflow-ai/langflow,08-02-2023,753,02-03-2025,0,Python,3419,250,2003,1683
prettier,Prettier is an opinionated code formatter.,https://github.com/prettier/prettier,29-11-2016,3015,26-02-2025,4,JavaScript,8491,123,6799,5607
pdf.js,PDF Reader in JavaScript,https://github.com/mozilla/pdf.js,26-04-2011,5059,02-03-2025,0,JavaScript,7805,70,10100,9716
Docker-OSX,Run macOS VM in a Docker! Run near native OSX-KVM in Docker! X11 Forwarding! CI/CD for OS X Security Research! Docker mac Containers.,https://github.com/sickcodes/Docker-OSX,04-06-2020,1732,18-11-2024,104,Shell,105,0,649,275
github-cheat-sheet,A list of cool features of Git and GitHub.,https://github.com/tiimgreen/github-cheat-sheet,12-04-2014,3977,15-04-2024,321,N/A,129,0,70,48
dive,A tool for exploring each layer in a docker image,https://github.com/wagoodman/dive,13-05-2018,2485,15-07-2024,230,Go,141,26,337,167
jekyll,:globe_with_meridians: Jekyll is a blog-aware static site generator in Ruby,https://github.com/jekyll/jekyll,20-10-2008,5977,05-02-2025,25,Ruby,3178,112,4873,4766
bulma,Modern CSS framework based on Flexbox,https://github.com/jgthms/bulma,23-01-2016,3326,05-02-2025,25,CSS,638,21,2695,2381
meilisearch,A lightning-fast search engine API bringing AI-powered hybrid search to your sites and applications.,https://github.com/meilisearch/meilisearch,23-04-2018,2505,01-03-2025,1,Rust,1936,242,2138,1959
astro,The web framework for content-driven websites. ⭐️ Star to support our work!,https://github.com/withastro/astro,15-03-2021,1448,28-02-2025,2,TypeScript,6859,1000,5214,5061
DefinitelyTyped,The repository for high quality TypeScript type definitions.,https://github.com/DefinitelyTyped/DefinitelyTyped,05-10-2012,4531,01-03-2025,1,TypeScript,51090,1,8078,7515
clash-verge-rev,"A modern GUI client based on Tauri, designed to run in Windows, macOS and Linux for tailored proxy experience",https://github.com/clash-verge-rev/clash-verge-rev,21-11-2023,467,02-03-2025,0,TypeScript,158,43,2497,2310
segment-anything,"The repository provides code for running inference with the SegmentAnything Model (SAM), links for downloading the trained model checkpoints, and example notebooks that show how to use the model.",https://github.com/facebookresearch/segment-anything,23-03-2023,710,18-09-2024,165,Jupyter Notebook,16,0,686,172
rclone,"""rsync for cloud storage"" - Google Drive, S3, Dropbox, Backblaze B2, One Drive, Swift, Hubic, Wasabi, Google Cloud Storage, Azure Blob, Azure Files, Yandex Files",https://github.com/rclone/rclone,16-03-2014,4004,28-02-2025,2,Go,2011,108,5628,4683
core,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web.",https://github.com/vuejs/core,12-06-2018,2455,02-03-2025,0,TypeScript,2971,238,5537,4894
awesome-rust,A curated list of Rust code and resources.,https://github.com/rust-unofficial/awesome-rust,17-07-2014,3881,02-03-2025,0,Rust,1481,0,136,126
trackerslist,Updated list of public BitTorrent trackers,https://github.com/ngosang/trackerslist,24-04-2016,3234,01-03-2025,1,N/A,1,0,464,456
chinese-poetry,"The most comprehensive database of Chinese poetry 🧶最全中华古诗词数据库,  唐宋两朝近一万四千古诗人,  接近5.5万首唐诗加26万宋诗.  两宋时期1564位词人，21050首词。",https://github.com/chinese-poetry/chinese-poetry,02-09-2016,3103,10-08-2024,204,JavaScript,135,1,205,91
marktext,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows.",https://github.com/marktext/marktext,12-11-2017,2667,18-08-2024,196,JavaScript,939,36,2840,1629
MetaGPT,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming",https://github.com/geekan/MetaGPT,30-06-2023,611,02-03-2025,0,Python,653,21,780,733
etcd,Distributed reliable key-value store for the most critical data of a distributed system,https://github.com/etcd-io/etcd,06-07-2013,4257,28-02-2025,2,Go,9219,245,6809,6521
Ghost,"Independent technology for modern publishing, memberships, subscriptions and newsletters.",https://github.com/TryGhost/Ghost,04-05-2013,4320,28-02-2025,2,JavaScript,12309,847,6999,6956
OpenHands,"🙌 OpenHands: Code Less, Make More",https://github.com/All-Hands-AI/OpenHands,13-03-2024,354,02-03-2025,0,Python,3511,44,2313,2071
go-ethereum,Go implementation of the Ethereum protocol,https://github.com/ethereum/go-ethereum,26-12-2013,4084,01-03-2025,1,Go,7800,209,8259,8065
awesome-ios,"A curated list of awesome iOS ecosystem, including Objective-C and Swift Projects ",https://github.com/vsouza/awesome-ios,10-07-2014,3888,04-02-2025,26,Swift,2233,0,485,484
cypress,"Fast, easy and reliable testing for anything that runs in a browser.",https://github.com/cypress-io/cypress,04-03-2015,3651,02-03-2025,0,TypeScript,6656,359,14802,13410
powerlevel10k,A Zsh theme,https://github.com/romkatv/powerlevel10k,24-02-2019,2198,29-01-2025,32,Shell,167,33,2532,2447
FFmpeg,Mirror of https://git.ffmpeg.org/ffmpeg.git,https://github.com/FFmpeg/FFmpeg,14-04-2011,5071,02-03-2025,0,C,16,0,0,0
moment,"Parse, validate, manipulate, and display dates in javascript.",https://github.com/moment/moment,01-03-2011,5115,14-08-2024,200,JavaScript,714,0,4138,3905
RxJava,RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.,https://github.com/ReactiveX/RxJava,08-01-2013,4436,28-02-2025,2,Java,3296,235,3167,3156
hacker-scripts,Based on a true story,https://github.com/NARKOZ/hacker-scripts,21-11-2015,3389,23-10-2023,496,JavaScript,63,0,87,52
joplin,"Joplin - the privacy-focused note taking app with sync capabilities for Windows, macOS, Linux, Android and iOS.",https://github.com/laurent22/joplin,16-01-2017,2967,02-03-2025,0,TypeScript,3847,370,6829,6354
mastodon,"Your self-hosted, globally interconnected microblogging community",https://github.com/mastodon/mastodon,22-02-2016,3296,02-03-2025,0,Ruby,16629,266,11817,7904
hiring-without-whiteboards,⭐️  Companies that don't have a broken hiring process,https://github.com/poteto/hiring-without-whiteboards,15-03-2017,2909,07-02-2025,23,JavaScript,1297,0,0,0
dayjs,⏰ Day.js 2kB immutable date-time library alternative to Moment.js with the same modern API,https://github.com/iamkun/dayjs,10-04-2018,2518,21-02-2025,9,JavaScript,695,119,1720,841
appwrite,Build like a team of hundreds_,https://github.com/appwrite/appwrite,08-04-2019,2155,02-03-2025,0,TypeScript,3338,104,3845,3264
professional-programming,A collection of learning resources for curious software engineers,https://github.com/charlax/professional-programming,07-11-2015,3403,15-02-2025,15,Python,38,0,28,28
gitea,"Git with a cup of tea! Painless self-hosted all-in-one software development service, including Git hosting, code review, team collaboration, package registry and CI/CD",https://github.com/go-gitea/gitea,01-11-2016,3043,02-03-2025,0,Go,17018,205,14211,11653
starship,"☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!",https://github.com/starship/starship,02-04-2019,2161,02-03-2025,0,Rust,2788,134,2386,1725
llm-course,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.,https://github.com/mlabonne/llm-course,17-06-2023,624,22-01-2025,39,Jupyter Notebook,1,0,76,28
ImHex,"🔍 A Hex Editor for Reverse Engineers, Programmers and people who value their retinas when working at 3 AM.",https://github.com/WerWolv/ImHex,10-11-2020,1573,28-02-2025,2,C++,595,79,1287,1077
algorithm-visualizer,:fireworks:Interactive Online Platform that Visualizes Algorithms from Code,https://github.com/algorithm-visualizer/algorithm-visualizer,15-05-2016,3213,09-06-2024,266,JavaScript,183,0,114,76
first-contributions,🚀✨ Help beginners to contribute to open source projects,https://github.com/firstcontributions/first-contributions,20-09-2016,3085,02-03-2025,0,N/A,79914,0,861,831
big-list-of-naughty-strings,The Big List of Naughty Strings is a list of strings which have a high probability of causing issues when used as user-input data.,https://github.com/minimaxir/big-list-of-naughty-strings,08-08-2015,3494,18-04-2024,318,Python,90,0,101,32
PaddleOCR,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages recognition, provide data annotation and synthesis tools, support training and deployment among server, mobile, embedded and IoT devices)",https://github.com/PaddlePaddle/PaddleOCR,08-05-2020,1759,26-02-2025,4,Python,2601,16,9447,9421
awesome-wechat-weapp,微信小程序开发资源汇总 :100:,https://github.com/justjavac/awesome-wechat-weapp,22-09-2016,3083,20-02-2025,10,N/A,277,0,0,0
Motrix,A full-featured download manager.,https://github.com/agalwood/Motrix,18-12-2018,2266,11-07-2024,234,JavaScript,192,21,1325,589
alist,"🗂️A file list/WebDAV program that supports multiple storages, powered by Gin and Solidjs. / 一个支持多存储的文件列表/WebDAV程序，使用 Gin 和 Solidjs。",https://github.com/AlistGo/alist,23-12-2020,1530,01-03-2025,1,Go,783,124,3986,3618
PowerShell,PowerShell for every system!,https://github.com/PowerShell/PowerShell,13-01-2016,3336,28-02-2025,2,C#,7317,181,12707,11717
serverless,"⚡ Serverless Framework – Effortlessly build apps that auto-scale, incur zero costs when idle, and require minimal maintenance using AWS Lambda and other managed cloud services.",https://github.com/serverless/serverless,21-04-2015,3603,24-02-2025,6,JavaScript,4721,432,6448,5319
100-Days-Of-ML-Code,100 Days of ML Coding,https://github.com/Avik-Jain/100-Days-Of-ML-Code,05-07-2018,2432,29-12-2023,429,N/A,6,0,0,0
julia,The Julia Programming Language,https://github.com/JuliaLang/julia,21-04-2011,5064,02-03-2025,0,Julia,24979,171,24745,20740
okhttp,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM.",https://github.com/square/okhttp,23-07-2012,4605,28-02-2025,2,Kotlin,3519,0,4115,3970
AFFiNE,"There can be more than Notion and Miro. AFFiNE(pronounced [ə‘fain]) is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",https://github.com/toeverything/AFFiNE,31-07-2022,945,02-03-2025,0,TypeScript,6526,434,2480,2109
design-patterns-for-humans,An ultra-simplified explanation to design patterns,https://github.com/kamranahmedse/design-patterns-for-humans,16-02-2017,2936,02-12-2024,90,N/A,50,0,52,47
react,Cheatsheets for experienced React developers getting started with TypeScript,https://github.com/typescript-cheatsheets/react,02-06-2018,2465,11-01-2025,50,JavaScript,370,0,216,212
learn-regex,Learn regex the easy way,https://github.com/ziishaned/learn-regex,22-07-2017,2780,05-02-2025,25,N/A,124,0,86,35
Projects,:page_with_curl: A list of practical projects that anyone can solve in any programming language.,https://github.com/karan/Projects,04-07-2013,4259,14-08-2024,200,N/A,19,0,74,33
v2ray-core,A platform for building proxies to bypass network restrictions.,https://github.com/v2ray/v2ray-core,04-09-2015,3467,21-01-2025,40,Go,203,247,2584,2576
x64dbg,An open-source user mode debugger for Windows. Optimized for reverse engineering and malware analysis.,https://github.com/x64dbg/x64dbg,11-04-2015,3613,25-02-2025,5,C++,699,2,2546,1950
gogs,Gogs is a painless self-hosted Git service,https://github.com/gogs/gogs,12-02-2014,4036,01-03-2025,1,Go,1739,82,5125,4217
huginn,Create agents that monitor and act on your behalf.  Your agents are standing by!,https://github.com/huginn/huginn,10-03-2013,4375,26-02-2025,4,Ruby,1042,1,2155,1568
30-Days-Of-Python,"30 days of Python programming challenge is a step-by-step guide to learn the Python programming language in 30 days. This challenge may take more than100 days, follow your own pace.  These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw",https://github.com/Asabeneh/30-Days-Of-Python,19-11-2019,1930,11-02-2025,19,Python,55,0,128,75
architecture-samples,A collection of samples to discuss and showcase different architectural tools and patterns for Android apps.,https://github.com/android/architecture-samples,05-02-2016,3313,28-02-2025,2,Kotlin,231,0,480,346
quill,Quill is a modern WYSIWYG editor built for compatibility and extensibility,https://github.com/slab/quill,30-07-2012,4598,30-11-2024,92,TypeScript,379,95,3715,3262
pandas,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more",https://github.com/pandas-dev/pandas,24-08-2010,5304,02-03-2025,0,Python,26520,109,27232,23611
pixijs,"The HTML5 Creation Engine: Create beautiful digital content with the fastest, most flexible 2D WebGL renderer.",https://github.com/pixijs/pixijs,21-01-2013,4423,02-03-2025,0,TypeScript,3571,284,5843,5463
meteor,"Meteor, the JavaScript App Platform",https://github.com/meteor/meteor,19-01-2012,4791,27-02-2025,3,JavaScript,2405,0,9156,8879
json,JSON for Modern C++,https://github.com/nlohmann/json,04-07-2013,4259,27-02-2025,3,C++,811,44,2286,2236
jest,Delightful JavaScript Testing.,https://github.com/jestjs/jest,10-12-2013,4100,28-02-2025,2,TypeScript,5595,203,7996,7725
type-challenges,Collection of TypeScript type challenges with online judge,https://github.com/type-challenges/type-challenges,23-07-2020,1683,14-02-2025,16,TypeScript,574,0,35063,3645
AdminLTE,AdminLTE - Free admin dashboard template based on Bootstrap 5,https://github.com/ColorlibHQ/AdminLTE,25-12-2013,4085,01-03-2025,1,Astro,1539,75,2863,2734
Deep-Live-Cam,real time face swap and one-click video deepfake with only a single image,https://github.com/hacksider/Deep-Live-Cam,24-09-2023,525,19-02-2025,11,Python,69,4,655,643
terraform,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is a source-available tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.",https://github.com/hashicorp/terraform,13-03-2014,4007,02-03-2025,0,Go,12226,350,21269,19458
open-source-ios-apps,:iphone: Collaborative List of Open-Source iOS Apps,https://github.com/dkhamsing/open-source-ios-apps,26-01-2015,3688,21-02-2025,9,N/A,1250,37,300,300
pocketbase,Open Source realtime backend in 1 file,https://github.com/pocketbase/pocketbase,05-07-2022,971,24-02-2025,6,Go,49,196,1726,1705
30-Days-Of-JavaScript,"30 days of JavaScript programming challenge is a step-by-step guide to learn JavaScript programming language in 30 days. This challenge may take more than 100 days,  please just follow your own pace. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw",https://github.com/Asabeneh/30-Days-Of-JavaScript,23-12-2019,1896,11-02-2025,19,JavaScript,98,0,169,59
query,"🤖 Powerful asynchronous state management, server-state utilities and data fetching for the web. TS/JS, React Query, Solid Query, Svelte Query and Vue Query.",https://github.com/TanStack/query,10-09-2019,2000,01-03-2025,1,TypeScript,2459,1000,2042,1983
